trip_duration,fare_amount,pickup_location,drop_location,payment_mode,driver_rating,start_hour,day_of_week
57,204.53,Whitefield,MG Road,Online,4.3,6,Saturday
56,153.76,Whitefield,Banashankari,Online,3.2,8,Friday
50,172.75,Koramangala,Banashankari,Online,3.9,3,Tuesday
31,39.28,Koramangala,MG Road,Online,4.8,5,Thursday
33,202.52,Whitefield,MG Road,Online,3.4,22,Monday
51,51.99,Electronic City,Banashankari,Online,3.9,9,Friday
32,147.45,Electronic City,Banashankari,Cash,3.9,2,Friday
39,109.02,Koramangala,MG Road,Cash,4.6,20,Monday
12,177.27,Whitefield,MG Road,Online,4.6,0,Sunday
20,66.02,Electronic City,BTM Layout,Online,4.5,5,Sunday
46,216.74,Koramangala,BTM Layout,Online,3.7,4,Monday
40,244.65,Whitefield,BTM Layout,Online,3.1,22,Sunday
34,74.11,Indiranagar,HSR Layout,Online,3.7,14,Sunday
22,58.16,Whitefield,Banashankari,Online,4.4,10,Thursday
6,69.29,Whitefield,Marathahalli,Cash,4.4,19,Wednesday
53,266.82,Jayanagar,HSR Layout,Cash,4.9,12,Thursday
17,172.61,Jayanagar,Banashankari,Online,3.9,5,Wednesday
8,156.16,Indiranagar,Marathahalli,Online,4.3,4,Saturday
30,58.81,Indiranagar,BTM Layout,Online,4.1,1,Tuesday
29,205.38,Whitefield,Marathahalli,Cash,3.3,16,Sunday
34,264.36,Electronic City,MG Road,Online,3.9,23,Thursday
15,253.61,Indiranagar,MG Road,Online,4.1,11,Tuesday
11,199.03,Whitefield,Banashankari,Cash,4.9,11,Monday
35,50.33,Koramangala,HSR Layout,Online,3.7,21,Thursday
48,60.35,Jayanagar,BTM Layout,Online,5.0,13,Saturday
14,43.31,Electronic City,Banashankari,Online,4.1,6,Monday
43,99.52,Whitefield,BTM Layout,Online,3.5,21,Saturday
17,66.63,Koramangala,MG Road,Online,3.4,13,Saturday
35,100.21,Jayanagar,HSR Layout,Online,3.3,6,Friday
11,133.97,Koramangala,HSR Layout,Online,3.9,8,Monday
53,284.61,Whitefield,MG Road,Online,3.0,13,Sunday
46,194.8,Indiranagar,Marathahalli,Cash,3.9,20,Saturday
46,255.44,Jayanagar,HSR Layout,Online,5.0,16,Friday
40,221.79,Koramangala,Marathahalli,Online,4.3,16,Wednesday
24,60.38,Indiranagar,BTM Layout,Cash,4.5,20,Friday
8,228.7,Electronic City,HSR Layout,Online,3.2,12,Sunday
58,104.28,Whitefield,MG Road,Cash,3.9,17,Wednesday
11,202.56,Whitefield,Marathahalli,Online,3.6,18,Friday
58,122.06,Jayanagar,BTM Layout,Cash,4.8,16,Friday
5,299.37,Koramangala,BTM Layout,Cash,3.4,5,Tuesday
48,101.16,Electronic City,HSR Layout,Online,3.9,11,Tuesday
49,105.37,Jayanagar,HSR Layout,Online,4.2,5,Sunday
46,281.28,Jayanagar,Banashankari,Online,4.0,2,Monday
51,36.65,Koramangala,Banashankari,Online,4.7,14,Saturday
17,218.11,Electronic City,HSR Layout,Online,3.5,2,Sunday
59,225.84,Koramangala,Banashankari,Online,3.8,22,Tuesday
26,255.82,Whitefield,MG Road,Online,4.6,14,Wednesday
58,293.1,Indiranagar,MG Road,Online,4.1,0,Tuesday
25,293.41,Whitefield,Banashankari,Cash,3.8,20,Monday
26,47.62,Whitefield,HSR Layout,Online,3.1,2,Thursday
32,251.9,Jayanagar,MG Road,Online,4.5,4,Wednesday
13,204.5,Whitefield,BTM Layout,Online,4.9,13,Thursday
30,204.78,Electronic City,HSR Layout,Cash,4.2,3,Wednesday
13,64.65,Whitefield,Marathahalli,Online,4.7,21,Saturday
19,205.55,Electronic City,Marathahalli,Online,4.0,8,Saturday
14,295.27,Koramangala,HSR Layout,Online,3.5,17,Saturday
28,276.19,Jayanagar,Banashankari,Online,3.0,9,Monday
46,148.57,Electronic City,MG Road,Online,4.3,7,Tuesday
12,40.79,Whitefield,MG Road,Cash,4.0,12,Thursday
28,127.82,Jayanagar,HSR Layout,Online,4.6,1,Thursday
20,253.13,Jayanagar,BTM Layout,Online,4.4,19,Tuesday
53,219.4,Electronic City,Banashankari,Online,5.0,19,Monday
30,154.02,Electronic City,BTM Layout,Cash,4.0,6,Tuesday
31,44.88,Indiranagar,HSR Layout,Online,3.9,10,Friday
41,145.26,Indiranagar,HSR Layout,Online,3.6,4,Friday
8,156.64,Jayanagar,BTM Layout,Online,4.0,17,Saturday
54,280.71,Indiranagar,Marathahalli,Online,4.7,7,Friday
28,203.09,Whitefield,HSR Layout,Online,3.1,9,Thursday
23,114.15,Koramangala,Banashankari,Cash,5.0,1,Saturday
40,171.84,Jayanagar,BTM Layout,Online,5.0,2,Thursday
43,47.83,Koramangala,Marathahalli,Online,4.2,22,Monday
14,292.59,Indiranagar,BTM Layout,Cash,3.7,4,Wednesday
29,127.22,Electronic City,Marathahalli,Cash,3.4,15,Tuesday
22,159.02,Jayanagar,Marathahalli,Cash,3.6,9,Sunday
23,125.93,Indiranagar,Banashankari,Online,3.1,10,Sunday
40,214.28,Whitefield,HSR Layout,Cash,4.0,18,Sunday
14,208.8,Jayanagar,Marathahalli,Online,3.1,15,Wednesday
37,223.14,Jayanagar,HSR Layout,Cash,4.4,11,Thursday
59,102.4,Electronic City,Banashankari,Online,3.7,1,Tuesday
54,115.23,Jayanagar,HSR Layout,Online,3.4,10,Thursday
9,63.82,Electronic City,MG Road,Online,4.1,21,Monday
51,206.99,Indiranagar,Marathahalli,Online,4.9,0,Saturday
53,40.75,Whitefield,Banashankari,Online,4.4,23,Tuesday
39,191.37,Whitefield,BTM Layout,Cash,4.0,4,Thursday
48,264.82,Jayanagar,Banashankari,Online,4.6,20,Friday
38,270.52,Jayanagar,Marathahalli,Cash,4.5,13,Sunday
37,151.24,Indiranagar,Banashankari,Cash,4.8,17,Friday
59,154.01,Electronic City,BTM Layout,Online,3.4,6,Thursday
25,50.78,Whitefield,MG Road,Cash,4.7,4,Wednesday
21,211.11,Electronic City,Marathahalli,Online,3.6,7,Saturday
26,251.74,Indiranagar,Marathahalli,Cash,4.9,20,Monday
52,96.06,Whitefield,Banashankari,Online,3.6,14,Monday
41,143.75,Whitefield,HSR Layout,Cash,4.9,4,Sunday
19,256.49,Koramangala,HSR Layout,Cash,4.9,12,Thursday
39,266.82,Indiranagar,BTM Layout,Cash,3.3,18,Monday
32,95.66,Indiranagar,MG Road,Online,4.9,1,Tuesday
11,178.65,Koramangala,MG Road,Online,3.2,4,Monday
36,81.97,Electronic City,Banashankari,Online,3.4,4,Friday
15,57.51,Koramangala,Banashankari,Online,3.9,5,Thursday
14,276.0,Indiranagar,HSR Layout,Online,5.0,15,Tuesday
13,251.54,Electronic City,MG Road,Online,4.0,1,Sunday
18,235.21,Whitefield,MG Road,Online,4.1,4,Monday
17,43.17,Koramangala,MG Road,Cash,4.4,14,Sunday
29,257.81,Electronic City,BTM Layout,Online,4.9,0,Friday
6,148.27,Electronic City,BTM Layout,Online,4.6,18,Saturday
39,122.45,Electronic City,Banashankari,Cash,3.4,2,Wednesday
11,177.55,Koramangala,HSR Layout,Cash,3.6,18,Monday
25,54.67,Whitefield,Marathahalli,Online,3.2,14,Sunday
22,234.29,Electronic City,HSR Layout,Online,4.3,2,Friday
7,187.26,Koramangala,BTM Layout,Online,3.4,7,Saturday
46,80.38,Indiranagar,BTM Layout,Online,3.5,14,Saturday
58,80.82,Koramangala,Banashankari,Online,4.8,0,Friday
43,79.75,Koramangala,Marathahalli,Cash,3.7,5,Friday
45,45.39,Koramangala,MG Road,Cash,4.1,21,Sunday
53,188.71,Electronic City,Marathahalli,Cash,3.8,16,Friday
15,256.89,Koramangala,Marathahalli,Cash,3.1,15,Wednesday
43,34.72,Indiranagar,Marathahalli,Cash,3.7,12,Thursday
28,43.23,Electronic City,Banashankari,Online,3.8,0,Friday
50,184.65,Indiranagar,BTM Layout,Online,4.8,2,Thursday
23,251.26,Jayanagar,MG Road,Online,3.6,23,Saturday
8,118.22,Koramangala,Marathahalli,Online,3.8,5,Wednesday
30,124.4,Electronic City,MG Road,Online,4.6,19,Sunday
42,191.01,Electronic City,Marathahalli,Online,4.5,20,Saturday
46,104.04,Koramangala,BTM Layout,Online,4.6,2,Wednesday
36,37.18,Whitefield,MG Road,Online,4.9,14,Saturday
43,228.51,Whitefield,HSR Layout,Cash,4.6,14,Tuesday
49,198.93,Indiranagar,BTM Layout,Online,3.8,10,Tuesday
50,186.8,Koramangala,MG Road,Cash,4.6,21,Friday
40,230.25,Koramangala,Marathahalli,Online,4.0,5,Thursday
44,212.31,Jayanagar,Marathahalli,Cash,3.6,5,Saturday
41,85.59,Whitefield,BTM Layout,Online,3.6,8,Wednesday
37,125.17,Whitefield,BTM Layout,Online,3.4,13,Monday
40,64.05,Koramangala,Marathahalli,Cash,3.3,10,Tuesday
7,65.06,Indiranagar,MG Road,Online,3.4,23,Tuesday
13,212.57,Koramangala,HSR Layout,Cash,3.1,5,Saturday
12,261.82,Indiranagar,Banashankari,Cash,4.8,17,Sunday
37,289.94,Whitefield,BTM Layout,Cash,4.9,19,Monday
10,199.65,Jayanagar,Marathahalli,Online,4.2,14,Thursday
45,79.71,Electronic City,MG Road,Cash,4.7,21,Thursday
43,58.53,Whitefield,BTM Layout,Online,3.4,8,Thursday
8,249.47,Indiranagar,MG Road,Cash,4.8,10,Friday
17,186.26,Koramangala,BTM Layout,Cash,4.0,1,Friday
53,196.94,Whitefield,Marathahalli,Online,3.1,5,Sunday
6,240.99,Jayanagar,MG Road,Cash,3.3,22,Saturday
9,219.88,Indiranagar,Marathahalli,Cash,3.6,13,Monday
48,255.3,Koramangala,MG Road,Cash,3.1,13,Saturday
31,45.18,Electronic City,BTM Layout,Online,3.6,23,Wednesday
36,231.83,Indiranagar,Banashankari,Online,3.1,12,Monday
25,259.73,Koramangala,Banashankari,Cash,3.5,4,Wednesday
12,107.26,Electronic City,HSR Layout,Cash,3.5,8,Monday
42,202.92,Koramangala,HSR Layout,Online,5.0,10,Friday
12,114.82,Electronic City,Marathahalli,Cash,3.5,6,Thursday
54,288.65,Electronic City,MG Road,Online,3.5,1,Tuesday
7,39.02,Electronic City,HSR Layout,Online,4.4,23,Sunday
58,186.54,Koramangala,BTM Layout,Online,4.7,11,Monday
48,74.96,Electronic City,Banashankari,Cash,3.8,4,Monday
7,222.3,Indiranagar,MG Road,Online,4.8,23,Sunday
26,77.49,Jayanagar,Banashankari,Online,3.7,1,Tuesday
10,93.55,Jayanagar,MG Road,Online,3.4,13,Sunday
6,163.48,Electronic City,HSR Layout,Online,3.7,6,Monday
27,277.01,Jayanagar,HSR Layout,Online,4.2,4,Sunday
48,87.16,Jayanagar,Marathahalli,Online,3.7,3,Thursday
6,68.94,Electronic City,MG Road,Cash,4.3,9,Saturday
42,234.92,Electronic City,BTM Layout,Online,3.5,15,Tuesday
21,165.17,Indiranagar,HSR Layout,Cash,4.4,5,Tuesday
39,276.18,Whitefield,Marathahalli,Online,3.7,20,Thursday
38,69.59,Koramangala,HSR Layout,Online,3.9,5,Thursday
27,204.4,Electronic City,Banashankari,Online,4.1,8,Tuesday
34,92.88,Electronic City,HSR Layout,Online,4.4,0,Thursday
56,72.33,Jayanagar,MG Road,Cash,3.5,15,Saturday
12,214.53,Indiranagar,Marathahalli,Cash,4.7,16,Thursday
26,190.29,Jayanagar,MG Road,Online,4.4,12,Saturday
48,233.8,Electronic City,BTM Layout,Online,3.5,5,Thursday
40,113.55,Electronic City,BTM Layout,Online,4.9,1,Tuesday
9,150.95,Jayanagar,HSR Layout,Cash,4.3,7,Monday
17,139.48,Electronic City,Marathahalli,Online,3.9,22,Wednesday
33,295.7,Whitefield,Marathahalli,Online,3.3,21,Tuesday
35,108.91,Koramangala,Marathahalli,Online,4.1,3,Sunday
51,109.6,Koramangala,Marathahalli,Online,3.3,8,Wednesday
59,125.73,Koramangala,HSR Layout,Online,3.9,22,Thursday
20,182.44,Whitefield,MG Road,Online,3.8,6,Thursday
46,98.13,Electronic City,HSR Layout,Online,4.4,20,Monday
34,277.13,Jayanagar,MG Road,Cash,3.4,0,Thursday
59,101.74,Indiranagar,Banashankari,Online,4.6,13,Sunday
20,271.87,Electronic City,Banashankari,Online,3.7,1,Wednesday
16,57.94,Whitefield,MG Road,Online,3.9,7,Tuesday
21,207.27,Whitefield,HSR Layout,Online,4.5,10,Tuesday
20,274.89,Koramangala,BTM Layout,Online,4.3,4,Sunday
16,75.56,Electronic City,HSR Layout,Online,3.6,17,Saturday
12,291.45,Koramangala,BTM Layout,Online,3.8,11,Monday
24,152.28,Indiranagar,HSR Layout,Online,3.6,20,Sunday
7,285.34,Koramangala,Marathahalli,Online,4.2,23,Wednesday
20,212.74,Indiranagar,Marathahalli,Cash,3.7,19,Thursday
34,111.43,Whitefield,Banashankari,Online,4.5,18,Friday
49,80.84,Koramangala,Banashankari,Online,4.2,4,Monday
27,112.01,Koramangala,MG Road,Cash,3.3,6,Monday
32,55.11,Jayanagar,BTM Layout,Cash,3.6,1,Friday
55,68.84,Whitefield,Marathahalli,Online,3.4,16,Sunday
44,58.26,Jayanagar,HSR Layout,Online,3.8,12,Tuesday
58,144.19,Indiranagar,MG Road,Online,4.0,10,Saturday
9,244.81,Indiranagar,HSR Layout,Cash,4.0,4,Tuesday
24,68.17,Whitefield,Marathahalli,Cash,4.5,12,Tuesday
44,65.19,Indiranagar,Marathahalli,Online,3.4,22,Friday
48,203.73,Whitefield,Marathahalli,Cash,4.9,12,Thursday
5,83.24,Indiranagar,Marathahalli,Cash,3.7,7,Thursday
34,56.35,Electronic City,HSR Layout,Cash,3.6,10,Saturday
25,75.05,Koramangala,MG Road,Cash,4.4,7,Saturday
24,279.41,Electronic City,Marathahalli,Cash,4.6,9,Wednesday
10,251.8,Whitefield,Banashankari,Online,3.8,10,Wednesday
26,125.6,Whitefield,MG Road,Cash,4.5,0,Tuesday
22,207.07,Electronic City,Banashankari,Online,4.8,6,Friday
12,175.06,Koramangala,HSR Layout,Online,4.5,7,Saturday
43,212.82,Koramangala,Marathahalli,Online,3.1,5,Monday
36,214.32,Jayanagar,MG Road,Online,4.7,13,Thursday
37,199.76,Indiranagar,Marathahalli,Online,4.5,19,Sunday
57,101.85,Jayanagar,Marathahalli,Online,4.3,6,Friday
20,40.53,Koramangala,MG Road,Online,4.5,2,Saturday
16,153.0,Electronic City,Marathahalli,Online,5.0,1,Wednesday
42,270.56,Indiranagar,Marathahalli,Online,3.9,21,Saturday
56,183.76,Electronic City,BTM Layout,Online,3.1,17,Thursday
38,254.75,Jayanagar,BTM Layout,Cash,3.9,21,Saturday
18,297.74,Whitefield,MG Road,Online,3.1,2,Thursday
40,74.18,Electronic City,MG Road,Online,3.6,13,Friday
37,216.78,Jayanagar,Marathahalli,Online,4.2,17,Saturday
27,212.06,Jayanagar,Banashankari,Cash,3.6,12,Saturday
54,294.59,Jayanagar,MG Road,Cash,4.4,7,Wednesday
49,296.11,Whitefield,Marathahalli,Online,4.6,3,Friday
6,215.4,Whitefield,Banashankari,Cash,3.8,14,Monday
45,95.78,Whitefield,BTM Layout,Online,4.8,11,Thursday
25,245.61,Indiranagar,MG Road,Online,3.2,13,Sunday
6,58.9,Whitefield,Marathahalli,Online,4.7,19,Sunday
31,240.79,Whitefield,BTM Layout,Online,4.7,6,Friday
13,275.75,Whitefield,HSR Layout,Online,3.6,23,Sunday
5,133.37,Electronic City,BTM Layout,Online,3.6,11,Friday
15,200.27,Whitefield,Marathahalli,Online,3.6,8,Sunday
7,146.14,Indiranagar,Banashankari,Online,4.6,9,Monday
56,148.2,Jayanagar,HSR Layout,Online,4.7,7,Friday
27,113.8,Electronic City,HSR Layout,Online,3.7,19,Thursday
30,235.77,Koramangala,HSR Layout,Online,4.2,1,Sunday
8,282.77,Whitefield,MG Road,Cash,3.3,15,Tuesday
22,284.0,Jayanagar,Marathahalli,Cash,3.9,20,Tuesday
59,77.19,Jayanagar,HSR Layout,Online,5.0,22,Wednesday
10,266.18,Electronic City,BTM Layout,Cash,3.3,17,Monday
39,229.11,Koramangala,Banashankari,Online,4.9,19,Wednesday
26,98.27,Indiranagar,Marathahalli,Cash,4.6,21,Tuesday
47,48.17,Jayanagar,BTM Layout,Online,4.9,23,Monday
19,102.36,Jayanagar,MG Road,Cash,3.4,9,Friday
26,276.3,Jayanagar,HSR Layout,Online,3.4,5,Friday
41,200.96,Jayanagar,BTM Layout,Cash,3.0,5,Thursday
56,224.68,Electronic City,Marathahalli,Online,4.4,21,Saturday
46,99.43,Koramangala,BTM Layout,Cash,4.3,19,Tuesday
16,224.23,Jayanagar,MG Road,Cash,3.4,12,Friday
51,37.59,Indiranagar,Banashankari,Online,4.6,18,Monday
53,131.34,Indiranagar,HSR Layout,Cash,3.6,16,Saturday
46,199.22,Whitefield,Marathahalli,Cash,3.3,1,Saturday
42,69.45,Jayanagar,HSR Layout,Online,3.8,17,Friday
22,252.21,Jayanagar,HSR Layout,Cash,3.2,6,Wednesday
49,93.46,Jayanagar,HSR Layout,Online,3.5,13,Wednesday
39,206.12,Jayanagar,BTM Layout,Cash,3.7,21,Wednesday
34,139.4,Jayanagar,BTM Layout,Cash,4.7,14,Saturday
28,190.93,Indiranagar,Banashankari,Online,4.6,7,Wednesday
46,59.01,Koramangala,MG Road,Cash,3.9,8,Wednesday
34,34.57,Koramangala,Marathahalli,Online,4.4,20,Saturday
18,275.58,Whitefield,BTM Layout,Online,4.1,10,Thursday
10,102.8,Indiranagar,HSR Layout,Cash,3.7,2,Wednesday
7,251.31,Jayanagar,MG Road,Online,4.5,19,Thursday
20,299.82,Koramangala,Marathahalli,Cash,4.4,13,Thursday
11,87.09,Electronic City,Marathahalli,Cash,4.2,7,Friday
56,101.6,Electronic City,Marathahalli,Cash,4.2,2,Saturday
18,208.97,Electronic City,Marathahalli,Online,4.4,17,Monday
13,290.67,Jayanagar,Banashankari,Online,3.8,22,Wednesday
19,277.27,Jayanagar,Marathahalli,Cash,4.7,13,Monday
25,165.78,Whitefield,MG Road,Online,3.3,19,Tuesday
39,244.68,Whitefield,BTM Layout,Online,4.8,7,Thursday
6,66.65,Whitefield,MG Road,Cash,3.7,16,Sunday
31,293.91,Electronic City,HSR Layout,Online,3.3,7,Tuesday
6,290.38,Jayanagar,Banashankari,Online,4.2,4,Thursday
39,74.21,Electronic City,Banashankari,Cash,3.8,11,Wednesday
22,110.84,Whitefield,HSR Layout,Cash,4.6,1,Tuesday
18,57.04,Jayanagar,MG Road,Online,3.9,16,Saturday
24,103.36,Indiranagar,MG Road,Online,4.3,12,Friday
22,250.31,Koramangala,HSR Layout,Online,3.6,21,Tuesday
14,132.15,Koramangala,Marathahalli,Cash,3.4,13,Thursday
29,53.87,Whitefield,Marathahalli,Online,3.8,8,Saturday
6,122.4,Electronic City,BTM Layout,Online,4.2,8,Thursday
29,294.97,Indiranagar,MG Road,Online,4.3,8,Monday
58,200.01,Jayanagar,MG Road,Cash,4.2,19,Sunday
37,142.36,Electronic City,HSR Layout,Online,5.0,5,Sunday
40,74.97,Whitefield,HSR Layout,Cash,4.4,11,Tuesday
35,296.27,Electronic City,Marathahalli,Online,4.9,9,Friday
18,251.63,Whitefield,MG Road,Online,3.2,21,Wednesday
5,106.0,Koramangala,MG Road,Online,3.1,4,Monday
50,48.92,Koramangala,Banashankari,Cash,3.6,17,Tuesday
20,45.29,Electronic City,BTM Layout,Online,3.3,6,Monday
58,62.5,Indiranagar,BTM Layout,Online,4.1,12,Tuesday
50,186.81,Jayanagar,Marathahalli,Online,4.0,0,Sunday
56,280.77,Whitefield,MG Road,Online,4.2,5,Wednesday
7,164.12,Jayanagar,Banashankari,Cash,4.5,20,Wednesday
39,257.6,Koramangala,MG Road,Online,4.9,20,Sunday
45,150.39,Indiranagar,HSR Layout,Online,4.8,7,Friday
10,221.32,Indiranagar,Marathahalli,Online,3.2,8,Monday
29,227.61,Jayanagar,BTM Layout,Online,3.7,6,Friday
17,76.97,Koramangala,MG Road,Online,3.5,9,Tuesday
57,127.53,Jayanagar,Marathahalli,Online,3.4,7,Wednesday
38,202.07,Electronic City,BTM Layout,Cash,4.1,1,Wednesday
12,49.09,Indiranagar,MG Road,Online,4.1,17,Thursday
25,127.62,Indiranagar,Banashankari,Online,3.5,14,Thursday
38,174.4,Electronic City,Marathahalli,Online,4.4,23,Sunday
8,298.98,Koramangala,MG Road,Online,4.5,5,Friday
29,158.12,Indiranagar,BTM Layout,Cash,3.0,23,Monday
19,250.34,Whitefield,BTM Layout,Online,3.8,13,Sunday
8,146.66,Whitefield,Banashankari,Cash,4.8,21,Tuesday
49,245.03,Koramangala,Marathahalli,Cash,4.0,23,Friday
16,190.76,Electronic City,Marathahalli,Cash,3.7,17,Wednesday
36,269.38,Jayanagar,MG Road,Online,3.5,23,Wednesday
36,140.95,Koramangala,BTM Layout,Online,3.5,2,Wednesday
32,193.16,Jayanagar,BTM Layout,Cash,3.2,0,Tuesday
17,200.11,Koramangala,Banashankari,Online,4.6,22,Sunday
35,142.69,Whitefield,Banashankari,Online,3.2,0,Friday
18,68.96,Electronic City,Marathahalli,Online,3.6,13,Tuesday
24,55.26,Whitefield,BTM Layout,Online,3.1,0,Saturday
22,34.5,Electronic City,MG Road,Online,4.6,0,Wednesday
33,265.85,Jayanagar,HSR Layout,Cash,3.1,3,Thursday
10,93.85,Koramangala,MG Road,Online,3.6,11,Friday
36,87.11,Indiranagar,Banashankari,Online,4.1,14,Thursday
33,228.73,Indiranagar,MG Road,Online,3.8,3,Friday
47,116.4,Electronic City,BTM Layout,Cash,3.6,9,Sunday
6,166.63,Electronic City,Marathahalli,Online,3.6,10,Wednesday
27,73.88,Whitefield,HSR Layout,Online,4.6,5,Thursday
23,289.13,Indiranagar,Marathahalli,Cash,4.9,9,Thursday
35,259.93,Whitefield,HSR Layout,Online,3.7,11,Friday
55,263.22,Jayanagar,HSR Layout,Online,3.1,2,Saturday
9,139.83,Indiranagar,BTM Layout,Online,3.1,14,Saturday
23,235.84,Jayanagar,BTM Layout,Online,4.5,15,Thursday
38,68.85,Koramangala,Banashankari,Cash,4.1,9,Thursday
14,32.33,Whitefield,Banashankari,Online,4.6,21,Sunday
29,35.39,Electronic City,HSR Layout,Online,4.4,22,Wednesday
6,188.38,Indiranagar,Banashankari,Online,4.8,10,Friday
15,152.96,Whitefield,BTM Layout,Online,4.8,15,Friday
54,169.86,Electronic City,Banashankari,Cash,4.6,16,Monday
35,32.02,Koramangala,HSR Layout,Online,4.0,13,Friday
19,144.13,Indiranagar,Marathahalli,Online,3.6,15,Wednesday
13,223.88,Jayanagar,MG Road,Cash,4.0,13,Thursday
27,149.53,Koramangala,Banashankari,Online,4.0,5,Sunday
23,227.7,Electronic City,BTM Layout,Online,4.2,9,Monday
13,92.92,Indiranagar,Marathahalli,Online,3.4,16,Sunday
39,249.55,Indiranagar,BTM Layout,Cash,4.3,22,Sunday
25,188.88,Koramangala,Banashankari,Online,3.9,9,Thursday
13,86.91,Indiranagar,HSR Layout,Online,4.2,20,Friday
32,93.91,Electronic City,MG Road,Cash,3.5,9,Tuesday
50,199.57,Koramangala,MG Road,Online,3.9,13,Thursday
55,254.08,Jayanagar,Marathahalli,Cash,3.4,19,Saturday
11,142.22,Koramangala,MG Road,Online,4.8,16,Friday
20,99.74,Koramangala,HSR Layout,Cash,4.0,8,Saturday
20,264.09,Jayanagar,BTM Layout,Cash,3.4,14,Wednesday
37,210.7,Electronic City,HSR Layout,Cash,3.1,6,Saturday
8,150.98,Whitefield,Marathahalli,Online,4.4,1,Friday
8,161.73,Whitefield,Marathahalli,Online,3.4,3,Monday
43,85.15,Jayanagar,MG Road,Online,5.0,19,Saturday
44,199.24,Electronic City,HSR Layout,Cash,4.1,23,Tuesday
21,126.86,Indiranagar,BTM Layout,Online,3.6,17,Sunday
41,298.82,Jayanagar,HSR Layout,Online,4.3,10,Tuesday
43,159.65,Whitefield,BTM Layout,Cash,3.6,4,Tuesday
56,161.19,Electronic City,BTM Layout,Online,4.6,7,Saturday
33,182.78,Koramangala,HSR Layout,Online,3.6,21,Wednesday
56,277.52,Electronic City,Banashankari,Online,5.0,19,Tuesday
40,246.22,Electronic City,HSR Layout,Cash,4.2,4,Thursday
42,151.81,Whitefield,BTM Layout,Cash,4.7,1,Sunday
43,224.05,Whitefield,Marathahalli,Online,3.1,4,Wednesday
54,188.28,Indiranagar,Marathahalli,Online,3.7,2,Friday
41,162.94,Indiranagar,MG Road,Cash,4.5,11,Monday
56,81.93,Jayanagar,Marathahalli,Cash,4.3,18,Wednesday
39,155.26,Koramangala,Banashankari,Online,3.4,6,Sunday
11,96.37,Indiranagar,BTM Layout,Online,3.7,18,Sunday
31,277.01,Whitefield,HSR Layout,Online,3.5,3,Monday
32,120.56,Electronic City,HSR Layout,Cash,4.2,22,Wednesday
26,287.11,Jayanagar,Banashankari,Online,3.7,13,Friday
18,173.92,Indiranagar,Marathahalli,Cash,3.6,18,Monday
11,200.52,Electronic City,BTM Layout,Cash,3.4,17,Sunday
41,176.59,Electronic City,Marathahalli,Cash,3.8,6,Wednesday
26,64.93,Indiranagar,MG Road,Online,3.4,14,Sunday
9,131.47,Koramangala,Marathahalli,Online,4.9,20,Monday
59,56.77,Koramangala,MG Road,Online,3.3,0,Tuesday
6,198.2,Jayanagar,HSR Layout,Cash,4.8,11,Sunday
31,150.66,Koramangala,BTM Layout,Cash,3.9,23,Tuesday
25,240.06,Jayanagar,MG Road,Cash,3.8,18,Saturday
58,89.53,Whitefield,Marathahalli,Cash,3.5,22,Tuesday
42,74.43,Indiranagar,Marathahalli,Online,4.3,5,Thursday
19,139.71,Electronic City,HSR Layout,Cash,4.4,12,Tuesday
25,280.18,Jayanagar,Banashankari,Cash,3.9,5,Tuesday
14,221.81,Koramangala,Banashankari,Cash,3.1,12,Friday
27,143.11,Jayanagar,Marathahalli,Cash,4.8,14,Monday
43,169.66,Jayanagar,Banashankari,Online,5.0,15,Monday
9,52.74,Koramangala,BTM Layout,Online,3.9,7,Tuesday
5,295.84,Koramangala,Banashankari,Online,4.2,12,Monday
17,209.93,Indiranagar,BTM Layout,Online,3.9,12,Wednesday
25,107.06,Electronic City,Marathahalli,Cash,3.6,19,Saturday
30,188.17,Indiranagar,Marathahalli,Cash,3.2,19,Sunday
54,59.56,Indiranagar,Marathahalli,Online,3.9,11,Tuesday
49,290.78,Koramangala,HSR Layout,Online,4.6,18,Saturday
25,77.19,Koramangala,Banashankari,Cash,3.0,16,Tuesday
57,204.97,Electronic City,MG Road,Cash,4.2,2,Thursday
22,96.27,Jayanagar,MG Road,Cash,4.8,14,Saturday
41,223.74,Indiranagar,Marathahalli,Cash,3.4,16,Wednesday
49,239.74,Electronic City,Banashankari,Cash,3.4,5,Tuesday
36,211.82,Indiranagar,BTM Layout,Cash,4.5,23,Tuesday
40,195.91,Jayanagar,MG Road,Online,3.5,18,Monday
21,270.97,Indiranagar,Marathahalli,Cash,3.4,11,Tuesday
39,51.23,Whitefield,MG Road,Cash,3.8,3,Saturday
53,119.35,Electronic City,MG Road,Online,3.8,20,Saturday
15,97.04,Koramangala,MG Road,Online,4.7,22,Tuesday
25,296.76,Indiranagar,Marathahalli,Online,4.2,11,Tuesday
56,135.14,Electronic City,Marathahalli,Cash,3.8,21,Tuesday
59,227.81,Electronic City,HSR Layout,Online,4.1,1,Thursday
57,214.88,Indiranagar,HSR Layout,Cash,4.9,6,Wednesday
30,87.26,Koramangala,HSR Layout,Online,3.2,15,Sunday
8,94.53,Koramangala,MG Road,Cash,3.4,23,Saturday
38,105.95,Indiranagar,Banashankari,Cash,4.9,11,Thursday
56,141.0,Electronic City,Marathahalli,Online,4.9,15,Sunday
52,93.27,Koramangala,HSR Layout,Online,3.4,13,Monday
